ym;kraj;okres;suma_spolu;pocet;priemerna_suma;strana
2014-12-01;Trnavský kraj;Trnava;81274284.3;1115;72891.7347982063;dodavatel
2014-12-01;Žilinský kraj;Bytča;2341.5;15;156.1;dodavatel
2014-12-01;Žilinský kraj;Čadca;1479519.16;141;10493.0436879433;dodavatel
2014-12-01;Žilinský kraj;Dolný Kubín;10022854.15;79;126871.571518987;dodavatel
2014-12-01;Žilinský kraj;Kysucké Nové Mesto;168237;31;5427;dodavatel
2014-12-01;Žilinský kraj;Liptovský Mikuláš;1505112.92;104;14472.2396153846;dodavatel
2014-12-01;Žilinský kraj;Martin;1879120.122;157;11968.9179745223;dodavatel
2014-12-01;Žilinský kraj;Námestovo;445330.19;110;4048.45627272727;dodavatel
2014-12-01;Žilinský kraj;Ružomberok;12802789.688;110;116388.997163636;dodavatel
2014-12-01;Žilinský kraj;Turčianske Teplice;319159.626;32;9973.7383125;dodavatel
2014-12-01;Žilinský kraj;Tvrdošín;239301.13;57;4198.26543859649;dodavatel
2014-12-01;Žilinský kraj;Žilina;64609955.364;294;219761.752938776;dodavatel
2015-01-01;Banskobystrický kraj;Banská Bystrica;7066559.79;428;16510.6537149533;dodavatel
2015-01-01;Banskobystrický kraj;Banská Štiavnica;72482.32;37;1958.98162162162;dodavatel
2015-01-01;Banskobystrický kraj;Brezno;584629.11;72;8119.84875;dodavatel
2015-01-01;Banskobystrický kraj;Detva;929199.88;41;22663.4117073171;dodavatel
2015-01-01;Banskobystrický kraj;Krupina;206521.95;26;7943.15192307692;dodavatel
2015-01-01;Banskobystrický kraj;Lučenec;9110903.25;173;52664.1806358382;dodavatel
2015-01-01;Banskobystrický kraj;Poltár;3534.84;9;392.76;dodavatel
2015-01-01;Banskobystrický kraj;Revúca;116393.27;98;1187.68642857143;dodavatel
2015-01-01;Banskobystrický kraj;Rimavská Sobota;429818.4320655;169;2543.30433174852;dodavatel
2015-01-01;Banskobystrický kraj;Veľký Krtíš;319064.51;92;3468.0925;dodavatel
2015-01-01;Banskobystrický kraj;Zvolen;11849649.509;210;56426.9024238095;dodavatel
2015-01-01;Banskobystrický kraj;Žarnovica;393306.04;66;5959.18242424242;dodavatel
2015-01-01;Banskobystrický kraj;Žiar nad Hronom;179657.3;69;2603.72898550725;dodavatel
2015-01-01;Bratislavský kraj;BA;1162092936.99;4408;263632.698954174;dodavatel
2015-01-01;Bratislavský kraj;Malacky;1257650.46;68;18494.8597058824;dodavatel
2015-01-01;Bratislavský kraj;Pezinok;2124998.78;116;18318.955;dodavatel
2015-01-01;Bratislavský kraj;Senec;998416.63;72;13866.8976388889;dodavatel
2015-01-01;Košický kraj;Gelnica;622810.45;52;11977.1240384615;dodavatel
2015-01-01;Košický kraj;KE;78802616.99;833;94600.9807803121;dodavatel
2015-01-01;Košický kraj;Košice-okolie;1261068.87;127;9929.67614173229;dodavatel
2015-01-01;Košický kraj;Michalovce;1919758.3;220;8726.17409090909;dodavatel
2015-01-01;Košický kraj;Rožňava;632085.87;118;5356.65991525424;dodavatel
2015-01-01;Košický kraj;Sobrance;84337.65;65;1297.50230769231;dodavatel
2015-01-01;Košický kraj;Spišská Nová Ves;1085328.41;170;6384.28476470588;dodavatel
2015-01-01;Košický kraj;Trebišov;7984712.28;608;13132.7504605263;dodavatel
2015-01-01;Nitriansky kraj;Komárno;1351492.03;180;7508.28905555556;dodavatel
2015-01-01;Nitriansky kraj;Levice;1934242.87;307;6300.46537459283;dodavatel
2015-01-01;Nitriansky kraj;Nitra;27815205.27;410;67841.9640731707;dodavatel
2015-01-01;Nitriansky kraj;Nové Zámky;1470853.41;204;7210.06573529412;dodavatel
2015-01-01;Nitriansky kraj;Šaľa;160018.85;74;2162.41689189189;dodavatel
2015-01-01;Nitriansky kraj;Topoľčany;411821.98;145;2840.1515862069;dodavatel
2015-01-01;Nitriansky kraj;Zlaté Moravce;327648.31;96;3413.00322916667;dodavatel
2015-01-01;Prešovský kraj;Bardejov;2641843.06;385;6861.93002597403;dodavatel
2015-01-01;Prešovský kraj;Humenné;1018782.11;152;6702.51388157895;dodavatel
2015-01-01;Prešovský kraj;Kežmarok;703344.33;80;8791.804125;dodavatel
2015-01-01;Prešovský kraj;Levoča;695646.65;38;18306.4907894737;dodavatel
2015-01-01;Prešovský kraj;Medzilaborce;1133664;23;49289.7391304348;dodavatel
2015-01-01;Prešovský kraj;Poprad;2360713.54;84;28103.7326190476;dodavatel
2015-01-01;Prešovský kraj;Prešov;944800.71;86;10986.0547674419;dodavatel
2015-01-01;Prešovský kraj;Sabinov;149759.65;59;2538.29915254237;dodavatel
2015-01-01;Prešovský kraj;Snina;663910.97;85;7810.71729411765;dodavatel
2015-01-01;Prešovský kraj;Stará Ľubovňa;4429675.46;144;30761.6351388889;dodavatel
2015-01-01;Prešovský kraj;Stropkov;425044.85;42;10120.1154761905;dodavatel
2015-01-01;Prešovský kraj;Svidník;35872.88;60;597.881333333333;dodavatel
2015-01-01;Prešovský kraj;Vranov nad Topľou;656740.33;97;6770.51886597938;dodavatel
2015-01-01;Trenčiansky kraj;Bánovce nad Bebravou;263017.7;38;6921.51842105263;dodavatel
2015-01-01;Trenčiansky kraj;Ilava;29016.03;63;460.571904761905;dodavatel
2015-01-01;Trenčiansky kraj;Myjava;127997.12;35;3657.06057142857;dodavatel
2015-01-01;Trenčiansky kraj;Nové Mesto nad Váhom;737072.92;69;10682.2162318841;dodavatel
2015-01-01;Trenčiansky kraj;Partizánske;1315970.68;79;16657.8567088608;dodavatel
2015-01-01;Trenčiansky kraj;Považská Bystrica;695332.19;84;8277.76416666667;dodavatel
2015-01-01;Trenčiansky kraj;Prievidza;1433625.66;214;6699.1853271028;dodavatel
2015-01-01;Trenčiansky kraj;Púchov;230658.2;44;5242.23181818182;dodavatel
2015-01-01;Trenčiansky kraj;Trenčín;2731920.5588;264;10348.1839348485;dodavatel
2015-01-01;Trnavský kraj;Dunajská Streda;1568265.23;218;7193.87720183486;dodavatel
2015-01-01;Trnavský kraj;Galanta;1117722.72;139;8041.17064748201;dodavatel
2015-01-01;Trnavský kraj;Hlohovec;1305235.48;74;17638.3172972973;dodavatel
2015-01-01;Trnavský kraj;Piešťany;1043445.09;149;7002.98718120805;dodavatel
2015-01-01;Trnavský kraj;Senica;798950.99;72;11096.5415277778;dodavatel
2015-01-01;Trnavský kraj;Skalica;2384208.59;77;30963.7479220779;dodavatel
2015-01-01;Trnavský kraj;Trnava;947959.36;357;2655.34834733894;dodavatel
2015-01-01;Žilinský kraj;Bytča;586527.93;27;21723.2566666667;dodavatel
2015-01-01;Žilinský kraj;Čadca;1155294.72;141;8193.57957446809;dodavatel
2015-01-01;Žilinský kraj;Dolný Kubín;160525.42;80;2006.56775;dodavatel
2015-01-01;Žilinský kraj;Kysucké Nové Mesto;206874;41;5045.70731707317;dodavatel
2015-01-01;Žilinský kraj;Liptovský Mikuláš;587850.22;183;3212.29628415301;dodavatel
2015-01-01;Žilinský kraj;Martin;1677365.25;273;6144.19505494505;dodavatel
2015-01-01;Žilinský kraj;Námestovo;57707.9;89;648.403370786517;dodavatel
2015-01-01;Žilinský kraj;Ružomberok;1487484.584;100;14874.84584;dodavatel
2015-01-01;Žilinský kraj;Turčianske Teplice;1460;24;60.8333333333333;dodavatel
2015-01-01;Žilinský kraj;Tvrdošín;107480.2;66;1628.48787878788;dodavatel
2015-01-01;Žilinský kraj;Žilina;4624469.27;366;12635.1619398907;dodavatel
2015-02-01;Banskobystrický kraj;Banská Bystrica;5987273.55;435;13763.8472413793;dodavatel
2015-02-01;Banskobystrický kraj;Banská Štiavnica;475988.46;45;10577.5213333333;dodavatel
2015-02-01;Banskobystrický kraj;Brezno;1405210.05;91;15441.8686813187;dodavatel
2015-02-01;Banskobystrický kraj;Detva;866391.97;60;14439.8661666667;dodavatel
2015-02-01;Banskobystrický kraj;Krupina;2179281.85;37;58899.5094594595;dodavatel
2015-02-01;Banskobystrický kraj;Lučenec;6178533.66;246;25115.9904878049;dodavatel
2015-02-01;Banskobystrický kraj;Poltár;1251799.28;24;52158.3033333333;dodavatel
2015-02-01;Banskobystrický kraj;Revúca;537394.06;112;4798.16125;dodavatel
2015-02-01;Banskobystrický kraj;Rimavská Sobota;2194881.28;191;11491.525026178;dodavatel
2015-02-01;Banskobystrický kraj;Veľký Krtíš;2014250.9;121;16646.7016528926;dodavatel
2015-02-01;Banskobystrický kraj;Zvolen;3033236.86;277;10950.3135740072;dodavatel
2015-02-01;Banskobystrický kraj;Žarnovica;229110.91;52;4405.97903846154;dodavatel
2015-02-01;Banskobystrický kraj;Žiar nad Hronom;253894.93;110;2308.13572727273;dodavatel
2015-02-01;Bratislavský kraj;BA;685664880.9;4777;143534.62024283;dodavatel
2015-02-01;Bratislavský kraj;Malacky;700303.37;78;8978.24833333333;dodavatel
2015-02-01;Bratislavský kraj;Pezinok;2274875.43;136;16727.0252205882;dodavatel
2015-02-01;Bratislavský kraj;Senec;2029055.6;91;22297.3142857143;dodavatel
2015-02-01;Košický kraj;Gelnica;844858.49;40;21121.46225;dodavatel
2015-02-01;Košický kraj;KE;53718892.38;944;56905.6063347458;dodavatel
2015-02-01;Košický kraj;Košice-okolie;966562.5;153;6317.40196078431;dodavatel
2015-02-01;Košický kraj;Michalovce;16396464.07;330;49686.2547575758;dodavatel
2015-02-01;Košický kraj;Rožňava;612358.69;146;4194.23760273973;dodavatel
2015-02-01;Košický kraj;Sobrance;545279.06;64;8519.9853125;dodavatel
2015-02-01;Košický kraj;Spišská Nová Ves;3176332.16;217;14637.4753917051;dodavatel
2015-02-01;Košický kraj;Trebišov;16090178.828;732;21981.1186174863;dodavatel
2015-02-01;Nitriansky kraj;Komárno;2954392;208;14203.8076923077;dodavatel
2015-02-01;Nitriansky kraj;Levice;4907398.26;361;13593.9009972299;dodavatel
2015-02-01;Nitriansky kraj;Nitra;24336862.22;421;57807.2736817102;dodavatel
2015-02-01;Nitriansky kraj;Nové Zámky;2188763.12;331;6612.57740181269;dodavatel
2015-02-01;Nitriansky kraj;Šaľa;1482000.02;88;16840.9093181818;dodavatel
2015-02-01;Nitriansky kraj;Topoľčany;1069322.04;183;5843.28983606557;dodavatel
2015-02-01;Nitriansky kraj;Zlaté Moravce;715277.77;99;7225.02797979798;dodavatel
2015-02-01;Prešovský kraj;Bardejov;4439047.93;607;7313.09378912685;dodavatel
2015-02-01;Prešovský kraj;Humenné;1039923.06;158;6581.79151898734;dodavatel
2015-02-01;Prešovský kraj;Kežmarok;2212523.54;121;18285.3185123967;dodavatel
2015-02-01;Prešovský kraj;Levoča;1173375.86;67;17513.0725373134;dodavatel
2015-02-01;Prešovský kraj;Medzilaborce;590995.16;27;21888.7096296296;dodavatel
2015-02-01;Prešovský kraj;Poprad;776500.12;83;9355.42313253012;dodavatel
2015-02-01;Prešovský kraj;Prešov;1092323.92;134;8151.67104477612;dodavatel
2015-02-01;Prešovský kraj;Sabinov;1354925.42;91;14889.2903296703;dodavatel
2015-02-01;Prešovský kraj;Snina;389772.97;215;1812.89753488372;dodavatel
2015-02-01;Prešovský kraj;Stará Ľubovňa;1915801.12;178;10762.9276404494;dodavatel
2015-02-01;Prešovský kraj;Stropkov;231071.2;54;4279.0962962963;dodavatel
2015-02-01;Prešovský kraj;Svidník;396122.21;83;4772.55674698795;dodavatel
2015-02-01;Prešovský kraj;Vranov nad Topľou;2812261.32;116;24243.6320689655;dodavatel
2015-02-01;Trenčiansky kraj;Bánovce nad Bebravou;223323.82;53;4213.65698113208;dodavatel
2015-02-01;Trenčiansky kraj;Ilava;1204961.88;83;14517.6130120482;dodavatel
2015-02-01;Trenčiansky kraj;Myjava;1773493.63;57;31113.9233333333;dodavatel
2015-02-01;Trenčiansky kraj;Nové Mesto nad Váhom;764077.84;89;8585.14426966292;dodavatel
2015-02-01;Trenčiansky kraj;Partizánske;507846.87;79;6428.44139240506;dodavatel
2015-02-01;Trenčiansky kraj;Považská Bystrica;1075944.96;119;9041.55428571428;dodavatel
2015-02-01;Trenčiansky kraj;Prievidza;4078167.4;304;13415.0243421053;dodavatel
2015-02-01;Trenčiansky kraj;Púchov;767349.66;59;13005.926440678;dodavatel
2015-02-01;Trenčiansky kraj;Trenčín;5588209.82;320;17463.1556875;dodavatel
2015-02-01;Trnavský kraj;Dunajská Streda;3941293.13;277;14228.4950541516;dodavatel
2015-02-01;Trnavský kraj;Galanta;780247.46;190;4106.56557894737;dodavatel
2015-02-01;Trnavský kraj;Hlohovec;308137.545;95;3243.55310526316;dodavatel
2015-02-01;Trnavský kraj;Piešťany;20954441.849;196;106910.417596939;dodavatel
2015-02-01;Trnavský kraj;Senica;43370634.87;123;352606.787560976;dodavatel
2015-02-01;Trnavský kraj;Skalica;755844.53;94;8040.89925531915;dodavatel
2015-02-01;Trnavský kraj;Trnava;3715306.72;446;8330.28412556054;dodavatel
2015-02-01;Žilinský kraj;Bytča;1949355.68;31;62882.4412903226;dodavatel
2015-02-01;Žilinský kraj;Čadca;1954344.92;184;10621.4397826087;dodavatel
2015-02-01;Žilinský kraj;Dolný Kubín;500050.27;106;4717.45537735849;dodavatel
2015-02-01;Žilinský kraj;Kysucké Nové Mesto;374421.42;45;8320.476;dodavatel
2015-02-01;Žilinský kraj;Liptovský Mikuláš;1704321.18;164;10392.2023170732;dodavatel
2015-02-01;Žilinský kraj;Martin;4784721.1;291;16442.3405498282;dodavatel
2015-02-01;Žilinský kraj;Námestovo;1454248.99;97;14992.257628866;dodavatel
2015-02-01;Žilinský kraj;Ružomberok;1222904.794;167;7322.78319760479;dodavatel
2015-02-01;Žilinský kraj;Turčianske Teplice;82860.4;20;4143.02;dodavatel
2015-02-01;Žilinský kraj;Tvrdošín;326068.14;67;4866.68865671642;dodavatel
2015-02-01;Žilinský kraj;Žilina;11130940.87;397;28037.6344332494;dodavatel
2015-03-01;Banskobystrický kraj;Banská Bystrica;41354863.2269;402;102872.794096766;dodavatel
2015-03-01;Banskobystrický kraj;Banská Štiavnica;966490.93;54;17897.9801851852;dodavatel
2015-03-01;Banskobystrický kraj;Brezno;93965.7;31;3031.15161290323;dodavatel
2015-03-01;Banskobystrický kraj;Detva;89979.43;26;3460.74730769231;dodavatel
2015-03-01;Banskobystrický kraj;Krupina;696829.69;21;33182.3661904762;dodavatel
2015-03-01;Banskobystrický kraj;Lučenec;2758418.02;154;17911.8053246753;dodavatel
2015-03-01;Banskobystrický kraj;Poltár;110075.57;21;5241.69380952381;dodavatel
2015-03-01;Banskobystrický kraj;Revúca;1525078.25;105;14524.5547619048;dodavatel
2015-03-01;Banskobystrický kraj;Rimavská Sobota;415618.55;185;2246.58675675676;dodavatel
2015-03-01;Banskobystrický kraj;Veľký Krtíš;560130.5;64;8752.0390625;dodavatel
2015-03-01;Banskobystrický kraj;Zvolen;14131168.88;173;81683.0571098266;dodavatel
2015-03-01;Banskobystrický kraj;Žarnovica;97572.54;35;2787.78685714286;dodavatel
2015-03-01;Banskobystrický kraj;Žiar nad Hronom;266190.33;62;4293.39241935484;dodavatel
2015-03-01;Bratislavský kraj;BA;871108372.235;4523;192595.262488393;dodavatel
2015-03-01;Bratislavský kraj;Malacky;442683.47;41;10797.157804878;dodavatel
2015-03-01;Bratislavský kraj;Pezinok;681151.73;75;9082.02306666667;dodavatel
2015-03-01;Bratislavský kraj;Senec;2769650.86;58;47752.6010344828;dodavatel
2015-03-01;Košický kraj;Gelnica;395146.96;37;10679.6475675676;dodavatel
2015-03-01;Košický kraj;KE;129334028.7;668;193613.815419162;dodavatel
2015-03-01;Košický kraj;Košice-okolie;836708.54;116;7213.00465517241;dodavatel
2015-03-01;Košický kraj;Michalovce;29914066.16;240;124641.942333333;dodavatel
2015-03-01;Košický kraj;Rožňava;899494.55;101;8905.88663366337;dodavatel
2015-03-01;Košický kraj;Sobrance;34510.5;44;784.329545454545;dodavatel
2015-03-01;Košický kraj;Spišská Nová Ves;1092808.02;143;7642.01412587413;dodavatel
2015-03-01;Košický kraj;Trebišov;13954424.41;476;29316.0176680672;dodavatel
2015-03-01;Nitriansky kraj;Komárno;4226193.93;156;27090.9867307692;dodavatel
2015-03-01;Nitriansky kraj;Levice;772096.44;192;4021.335625;dodavatel
2015-03-01;Nitriansky kraj;Nitra;45993993.19;290;158599.976517241;dodavatel
2015-03-01;Nitriansky kraj;Nové Zámky;2187616;142;15405.7464788732;dodavatel
2015-03-01;Nitriansky kraj;Šaľa;2983893.63;32;93246.6759375;dodavatel
2015-03-01;Nitriansky kraj;Topoľčany;2119653.65;95;22312.1436842105;dodavatel
2015-03-01;Nitriansky kraj;Zlaté Moravce;4403680.74;89;49479.5588764045;dodavatel
2015-03-01;Prešovský kraj;Bardejov;22686854.68;386;58774.2349222798;dodavatel
2015-03-01;Prešovský kraj;Humenné;427651.41;73;5858.23849315069;dodavatel
2015-03-01;Prešovský kraj;Kežmarok;1590906.35;89;17875.352247191;dodavatel
2015-03-01;Prešovský kraj;Levoča;350466.49;74;4736.03364864865;dodavatel
2015-03-01;Prešovský kraj;Medzilaborce;685626.51;5;137125.302;dodavatel
2015-03-01;Prešovský kraj;Poprad;1608999.69;53;30358.4847169811;dodavatel
2015-03-01;Prešovský kraj;Prešov;1294659.61;140;9247.56864285714;dodavatel
2015-03-01;Prešovský kraj;Sabinov;865635.06;87;9949.82827586207;dodavatel
2015-03-01;Prešovský kraj;Snina;146015.81;37;3946.37324324324;dodavatel
2015-03-01;Prešovský kraj;Stará Ľubovňa;965873.93;125;7726.99144;dodavatel
2015-03-01;Prešovský kraj;Stropkov;131433.75;27;4867.91666666667;dodavatel
2015-03-01;Prešovský kraj;Svidník;379945.41;71;5351.3438028169;dodavatel
2015-03-01;Prešovský kraj;Vranov nad Topľou;156455.64;41;3815.9912195122;dodavatel
2015-03-01;Trenčiansky kraj;Bánovce nad Bebravou;276525.66;33;8379.56545454545;dodavatel
2015-03-01;Trenčiansky kraj;Ilava;33100.11;46;719.567608695652;dodavatel
2015-03-01;Trenčiansky kraj;Myjava;35179.86;29;1213.09862068966;dodavatel
2015-03-01;Trenčiansky kraj;Nové Mesto nad Váhom;288001.13;73;3945.22095890411;dodavatel
2015-03-01;Trenčiansky kraj;Partizánske;1145448.1;65;17622.2784615385;dodavatel
2015-03-01;Trenčiansky kraj;Považská Bystrica;1825785.18;65;28089.0027692308;dodavatel
2015-03-01;Trenčiansky kraj;Prievidza;2883442.6924;160;18021.5168275;dodavatel
2015-03-01;Trenčiansky kraj;Púchov;94401.53;36;2622.26472222222;dodavatel
2015-03-01;Trenčiansky kraj;Trenčín;12084564.06;269;44924.0299628253;dodavatel
2015-03-01;Trnavský kraj;Dunajská Streda;7220296.48;221;32671.0247963801;dodavatel
2015-03-01;Trnavský kraj;Galanta;811693.59;96;8455.1415625;dodavatel
2015-03-01;Trnavský kraj;Hlohovec;153614.68;51;3012.05254901961;dodavatel
2015-03-01;Trnavský kraj;Piešťany;1752305.33;155;11305.1956774194;dodavatel
2015-03-01;Trnavský kraj;Senica;448175.92;90;4979.73244444444;dodavatel
2015-03-01;Trnavský kraj;Skalica;767495.41;57;13464.831754386;dodavatel
2015-03-01;Trnavský kraj;Trnava;25279512.99;375;67412.03464;dodavatel
2015-03-01;Žilinský kraj;Bytča;23927.44;10;2392.744;dodavatel
2015-03-01;Žilinský kraj;Čadca;2062137.95;116;17777.0512931034;dodavatel
2015-03-01;Žilinský kraj;Dolný Kubín;311927.79;91;3427.77791208791;dodavatel
2015-03-01;Žilinský kraj;Kysucké Nové Mesto;1373847.76;29;47374.0606896552;dodavatel
2015-03-01;Žilinský kraj;Liptovský Mikuláš;1039967.78;144;7221.99847222222;dodavatel
2015-03-01;Žilinský kraj;Martin;7104645.63;214;33199.2786448598;dodavatel
2015-03-01;Žilinský kraj;Námestovo;415855.93;90;4620.62144444444;dodavatel
2015-03-01;Žilinský kraj;Ružomberok;13035405.324;109;119590.87453211;dodavatel
2015-03-01;Žilinský kraj;Turčianske Teplice;75350.13;24;3139.58875;dodavatel
2015-03-01;Žilinský kraj;Tvrdošín;707175.23;67;10554.8541791045;dodavatel
2015-03-01;Žilinský kraj;Žilina;36133033.5374;329;109826.849657751;dodavatel
2015-04-01;Banskobystrický kraj;Banská Bystrica;4725405.1871;426;11092.5004392019;dodavatel
2015-04-01;Banskobystrický kraj;Banská Štiavnica;194260.44;40;4856.511;dodavatel
2015-04-01;Banskobystrický kraj;Brezno;579429.5;83;6981.07831325301;dodavatel
2015-04-01;Banskobystrický kraj;Detva;344708.78;45;7660.19511111111;dodavatel
2015-04-01;Banskobystrický kraj;Krupina;3376601.07;35;96474.3162857143;dodavatel
2015-04-01;Banskobystrický kraj;Lučenec;7366286.972;178;41383.6346741573;dodavatel
2015-04-01;Banskobystrický kraj;Poltár;39960.32;13;3073.87076923077;dodavatel
2015-04-01;Banskobystrický kraj;Revúca;6868340.21;113;60781.7717699115;dodavatel
2015-04-01;Banskobystrický kraj;Rimavská Sobota;931904.7;167;5580.26766467066;dodavatel
2015-04-01;Banskobystrický kraj;Veľký Krtíš;2565223.72;63;40717.8368253968;dodavatel
2015-04-01;Banskobystrický kraj;Zvolen;11459649.92;263;43572.8133840304;dodavatel
2015-04-01;Banskobystrický kraj;Žarnovica;50336.58;56;898.8675;dodavatel
2015-04-01;Banskobystrický kraj;Žiar nad Hronom;413885.51;72;5748.40986111111;dodavatel
2015-04-01;Bratislavský kraj;BA;801398502.0637;4734;169285.699633228;dodavatel
2015-04-01;Bratislavský kraj;Malacky;521288.85;45;11584.1966666667;dodavatel
2015-04-01;Bratislavský kraj;Pezinok;1008915.95;119;8478.28529411765;dodavatel
2015-04-01;Bratislavský kraj;Senec;602028.67;53;11359.031509434;dodavatel
2015-04-01;Košický kraj;Gelnica;179487.36;27;6647.68;dodavatel
2015-04-01;Košický kraj;KE;8897536.6;646;13773.2764705882;dodavatel
2015-04-01;Košický kraj;Košice-okolie;143872.63;157;916.386178343949;dodavatel
2015-04-01;Košický kraj;Michalovce;702230.53;207;3392.41801932367;dodavatel
2015-04-01;Košický kraj;Rožňava;637093.98;95;6706.25242105263;dodavatel
2015-04-01;Košický kraj;Sobrance;350217.56;59;5935.89084745763;dodavatel
2015-04-01;Košický kraj;Spišská Nová Ves;1547139.58;171;9047.59988304094;dodavatel
2015-04-01;Košický kraj;Trebišov;16574217.41;546;30355.7095421245;dodavatel
2015-04-01;Nitriansky kraj;Komárno;841314.43;140;6009.38878571429;dodavatel
2015-04-01;Nitriansky kraj;Levice;492574.68;221;2228.84470588235;dodavatel
2015-04-01;Nitriansky kraj;Nitra;14231168.31;408;34880.3144852941;dodavatel
2015-04-01;Nitriansky kraj;Nové Zámky;1750973.51;275;6367.1764;dodavatel
2015-04-01;Nitriansky kraj;Šaľa;738521.13;36;20514.4758333333;dodavatel
2015-04-01;Nitriansky kraj;Topoľčany;974729.04;103;9463.38873786408;dodavatel
2015-04-01;Nitriansky kraj;Zlaté Moravce;773945.65;75;10319.2753333333;dodavatel
2015-04-01;Prešovský kraj;Bardejov;11627470.96;339;34299.3243657817;dodavatel
2015-04-01;Prešovský kraj;Humenné;533892.34;96;5561.37854166667;dodavatel
2015-04-01;Prešovský kraj;Kežmarok;180835.972;63;2870.41225396825;dodavatel
2015-04-01;Prešovský kraj;Levoča;94843.06;33;2874.03212121212;dodavatel
2015-04-01;Prešovský kraj;Medzilaborce;13091.6;8;1636.45;dodavatel
2015-04-01;Prešovský kraj;Poprad;1499988.32;47;31914.645106383;dodavatel
2015-04-01;Prešovský kraj;Prešov;2012460.2;86;23400.7;dodavatel
2015-04-01;Prešovský kraj;Sabinov;1443963.19;68;21234.7527941176;dodavatel
2015-04-01;Prešovský kraj;Snina;168473.14;51;3303.39490196078;dodavatel
2015-04-01;Prešovský kraj;Stará Ľubovňa;1273756.18;150;8491.70786666667;dodavatel
2015-04-01;Prešovský kraj;Stropkov;99343.13;15;6622.87533333333;dodavatel
2015-04-01;Prešovský kraj;Svidník;204408.73;59;3464.55474576271;dodavatel
2015-04-01;Prešovský kraj;Vranov nad Topľou;865871.37;59;14675.7859322034;dodavatel
2015-04-01;Trenčiansky kraj;Bánovce nad Bebravou;1341699.86;30;44723.3286666667;dodavatel
2015-04-01;Trenčiansky kraj;Ilava;122079.28;39;3130.23794871795;dodavatel
2015-04-01;Trenčiansky kraj;Myjava;33847.22;21;1611.77238095238;dodavatel
2015-04-01;Trenčiansky kraj;Nové Mesto nad Váhom;460713.51;100;4607.1351;dodavatel
2015-04-01;Trenčiansky kraj;Partizánske;307335.87;54;5691.405;dodavatel
2015-04-01;Trenčiansky kraj;Považská Bystrica;666560.94;95;7016.43094736842;dodavatel
2015-04-01;Trenčiansky kraj;Prievidza;1824677.11;235;7764.58344680851;dodavatel
2015-04-01;Trenčiansky kraj;Púchov;1899474.36;53;35839.1388679245;dodavatel
2015-04-01;Trenčiansky kraj;Trenčín;20409317.0774;351;58146.2024997151;dodavatel
2015-04-01;Trnavský kraj;Dunajská Streda;1559946.74;179;8714.78625698324;dodavatel
2015-04-01;Trnavský kraj;Galanta;1212853.46;132;9188.28378787879;dodavatel
2015-04-01;Trnavský kraj;Hlohovec;1396558.965;57;24501.0344736842;dodavatel
2015-04-01;Trnavský kraj;Piešťany;2482004.23;127;19543.3403937008;dodavatel
2015-04-01;Trnavský kraj;Senica;2942694.1;100;29426.941;dodavatel
2015-04-01;Trnavský kraj;Skalica;377887.11;44;8588.34340909091;dodavatel
2015-04-01;Trnavský kraj;Trnava;137703899.52;248;555257.659354839;dodavatel
2015-04-01;Žilinský kraj;Bytča;781196.41;15;52079.7606666667;dodavatel
2015-04-01;Žilinský kraj;Čadca;831475.67;202;4116.21618811881;dodavatel
2015-04-01;Žilinský kraj;Dolný Kubín;2044751.85;88;23235.8164772727;dodavatel
2015-04-01;Žilinský kraj;Kysucké Nové Mesto;22724.92;30;757.497333333333;dodavatel
2015-04-01;Žilinský kraj;Liptovský Mikuláš;7670636.69;105;73053.6827619048;dodavatel
2015-04-01;Žilinský kraj;Martin;4872078.11;176;27682.2619886364;dodavatel
2015-04-01;Žilinský kraj;Námestovo;618962.49;81;7641.51222222222;dodavatel
2015-04-01;Žilinský kraj;Ružomberok;1583642.33;103;15375.1682524272;dodavatel
2015-04-01;Žilinský kraj;Turčianske Teplice;2330240.73;16;145640.045625;dodavatel
2015-04-01;Žilinský kraj;Tvrdošín;18644.54;41;454.74487804878;dodavatel
2015-04-01;Žilinský kraj;Žilina;4737557.29;369;12838.9086449864;dodavatel
2015-05-01;Banskobystrický kraj;Banská Bystrica;12552501.64;463;27111.2346436285;dodavatel
2015-05-01;Banskobystrický kraj;Banská Štiavnica;37537.82;44;853.132272727273;dodavatel
2015-05-01;Banskobystrický kraj;Brezno;1239489.2;55;22536.1672727273;dodavatel
2015-05-01;Banskobystrický kraj;Detva;140176.4;40;3504.41;dodavatel
2015-05-01;Banskobystrický kraj;Krupina;798855.7;32;24964.240625;dodavatel
2015-05-01;Banskobystrický kraj;Lučenec;12736453.7;244;52198.5807377049;dodavatel
2015-05-01;Banskobystrický kraj;Poltár;37108.6;20;1855.43;dodavatel
2015-05-01;Banskobystrický kraj;Revúca;168763.18;100;1687.6318;dodavatel
2015-05-01;Banskobystrický kraj;Rimavská Sobota;973970.99;137;7109.27729927007;dodavatel
2015-05-01;Banskobystrický kraj;Veľký Krtíš;466259.35;81;5756.28827160494;dodavatel
2015-05-01;Banskobystrický kraj;Zvolen;4700755.316;227;20708.1731982379;dodavatel
2015-05-01;Banskobystrický kraj;Žarnovica;78917.33;41;1924.81292682927;dodavatel
2015-05-01;Banskobystrický kraj;Žiar nad Hronom;1132962.553;76;14907.4020131579;dodavatel
2015-05-01;Bratislavský kraj;BA;1072710033.3144;5897;181907.75535262;dodavatel
